group_id,module_path,channel_index,harm_awbir,harm_hsr_balanced_soc,harm_fine_macro_f1,harm_family_macro_f1,harm_benign_false_alert
conv.0:out:0,conv.0,0,0.024859177812593353,0.0005533215377191425,0.0016467831058097904,0.0004982545654259596,-0.0015000000000000013
conv.0:out:1,conv.0,1,0.12326302272455814,0.018584526298857956,0.047891083102573506,0.02838120901023633,-0.0007500000000000007
conv.0:out:2,conv.0,2,0.015608135585571612,0.0010230014476435567,0.002699283866908986,-0.0012190124461300966,0.0012500000000000011
conv.0:out:3,conv.0,3,0.013047630405321326,0.0007141708219398357,-0.00023320484727140656,0.00039393491701844585,-0.0012500000000000011
conv.0:out:4,conv.0,4,0.08566154298667059,0.015316068843493624,0.03705997386343285,0.018366356505828296,0.0002500000000000002
conv.0:out:5,conv.0,5,0.024739547140961764,0.002708701946276315,0.004587164450273962,0.0017422444970984774,-0.0007500000000000007
conv.0:out:6,conv.0,6,0.08690304330992477,0.015419012385394865,0.030207048494882205,0.01859903269103136,-0.0002500000000000002
conv.0:out:7,conv.0,7,0.017834991826218123,0.0014315586295640947,-0.0009049686626958486,0.004756299260042618,-0.005749999999999998
conv.0:out:8,conv.0,8,0.021118496978783426,5.7905742319425135e-05,-5.067831986493854e-05,-0.0009539602258106239,-0.0005000000000000004
conv.0:out:9,conv.0,9,0.045740670717155235,0.006183046485443128,0.010141746855880651,0.009304383725684873,0.0015000000000000013
conv.0:out:10,conv.0,10,0.17275546280865708,0.026092970886279543,0.06715648087907689,0.03422983359974163,-0.0075
conv.0:out:11,conv.0,11,0.13416950060690075,0.019964613157471445,0.055030622770833704,0.030254887726132607,0.0017500000000000016
conv.0:out:12,conv.0,12,0.06295466536011059,0.011822422390220355,0.020582478992601794,0.012537130190335977,0.0002500000000000002
conv.0:out:13,conv.0,13,0.04792246033276497,0.006643075438314272,0.01132862407120816,0.008936152771304995,-0.0017500000000000016
conv.0:out:14,conv.0,14,0.10146981134418451,0.017146533697925015,0.04123764740835523,0.022195949076529553,-0.0010000000000000009
conv.0:out:15,conv.0,15,0.020405408060706922,0.0027955605597554944,0.003589103573609864,0.0021966231675453196,0.0
conv.0:out:16,conv.0,16,0.023660016364919066,0.0036930995657069032,0.0065052864807571,0.0023615733999974298,0.0007500000000000007
conv.0:out:17,conv.0,17,0.00917043479184886,0.0005597555090879891,0.000392085753825655,0.0032406323474343246,-0.0017500000000000016
conv.0:out:18,conv.0,18,0.13023479247763975,0.03480778510535626,0.06449418466485679,0.05097832868525809,-0.009000000000000001
conv.0:out:19,conv.0,19,0.06651057482694253,0.01637767411935015,0.037950840567539945,0.020255013929700638,0.0007500000000000007
conv.0:out:20,conv.0,20,0.04815872472797298,0.010387646774971837,0.017495860639843763,0.01142795854773837,0.0002500000000000002
